komentar,label
tempo news serangan kampung ahmadiyah terkait jurnalis asing quot sedikitnya lima rumah milik jemaah ahmadiy,1
"kepala kepolisian ri jenderal listyo sigit prabowo memerintahkan kabareskrim polri komisaris jenderal wahyu widada untuk mengusut teror kepala babi dan bangkai tikus ke kantor media tempo 

 tempodotco tempo kapolri terorkepalababi",1
"dugaan ada hub dg teror kepala babi tikus yg dikirim ke tempo krn sblmnya tempo bikin investigasi jurnalisme ke kamboja sdh x dugaan permintaan cover both side dr tempo ke beliau krn mau naik cetak 

thn tempo sdh tulis topik ini yg muncul baru nama pengusaha cindo itu",1
herannya kok baru itu media yang buka suara apa yang lainnya dibungkam,0
media dibungkam diancam makanya gaada liputan pemberitaan di media yg banyak massanya,0
"politikus pdip guntur romli menyarankan agar kepala komunikasi kepresidenan atau presidential communication office pco hasan nasbi dipecat 

itu tak lepas dari sikap kontroversialnya saat menjawab pertanyaan awak media terkait adanya teror kepala babi ke kantor redaksi tempo",1
"media dalam negeri dibungkam
biarlah media luar negeri yang meliput kalau begitu
habis gitu r pidato demo ditunggangi asing",0
tangkep koruptor bisa aja cuman ganti pemain terus prabski juga nepotisme jir memasukkan keluarganya di sendi sendi pemerintahan juga kan blum uu tni jadi fungsi abri kan oiya intimidasi media media juga kek tempo hmm tapi prabski bilang dia berguru ke mulyono kan masa,0
gada cctv kah atau cctv dirusak pelaku segala tikus dipenggal penasaran bgt sm pelakunya aku yakin tempo pasti bisa mengetahui pelakunya deh nyari informasi aja always a pasti ini bisalaah pgn tahu bgt pelaku nya,0
hah kok gak make sense kalo orangnya ada nama mba cica ya alamat dan penerimanya sudah jelas lagipula sepertinya di masa kepemimpinan ini tempo memang udah diteror sebelumnya cuma memang cuma yang kepala babi ini yang dipublikasikan,0
"teman teman di perancis menyebarkan pamflet brutalitas aparat dan teror terhadap jurnalis tempo 

bisa ditemukan di kampus caen normandy dan berbagai mading kota 

gerakan lain di luar negeri sudah ada yang memulai nih mari",1
tempo mendapat kiriman kepala babi ditujukan kepada cica host bocor alus politik,1
hahaha pengen nge gorok jurnalis nya gak sih nel asah golok,0
"terpidana dan tersangka langsung dikerudungin kalo dalam konferensi pers 
giliran paskibraka yang membanggakan malah suruh lepas jilbab 

komen tandingannya kamu copot jilbab doang rame saya dilarang beribadah 

makin tenggelam dah tambang blok m",0
"mural attack thd kondisi negeri 

jika suara rakyat dibungkam media dicabut hak siarnya jika menayangkan demo demo dilawan dgn tindakan represif dari aparat polisi maka rakyat berhak bersuara melalui media apapun

maka mural attack pun sbg media kritik akan ikut berjuang",0
dimasak aja saya liat postingan cica malah minta dikirim daging babi pak gak ngerti sarkas ya apa hati nya udah kotor duluan semoga selamat dan bahagia dunia akhirat deh,0
"ada kaidah jurnalistik yang dirusak media media pengusung clickbait seperti ini 

mereka yang membuat narasi kontroversial dan sensasional asal dapat traffic gede demi cuan iklan adalah ancaman demokrasi indonesia",0
"jurnalis tempo yg diteror kepala babi juga perempuan 
insekiyur banget sama perempuan pintar",0
hasan nasbi ucapan dimasak aja soal kepala babi ke tempo dianggap meremehkan ancaman serius terhadap kebebasan pers presiden prabowo bilang itu ceroboh keliru karena kurang empati tak sensitif budaya di ramadan dan bisa melemahkan dukungan,0
lebih muak lagi kalian nge tag jurnalis asing dr awal nya gw hanya ngelawan pake mahasiswabotol akhirnya gw bikin ht mahasiswakocak gmn ngk kocak kalian teriak media lokal dibungkam merasa aksi kalian tidak ada yg blow up di media lokal tp kalian nge tag jurnalis asing,0
opini dpr dan pemerintah menyebutkan perubahan itu tetap menjaga supremasi sipil mendukung profesionalisme tni serta merespons perubahan ancaman yang dihadapi namun tidak pernah dijelaskan secara jelas kegentingan apa yang mengancam,1
aku malu kalo nangis kayak tikus kecemplung got,0
"ada pula yang bilang kiriman kepala babi dan bangkai tikus ke kantor tempo tidak bisa dibilang teror 

pala bapak kau 
 ancaman
 kebebasanpers
 kebebasanberekspresi",0
persis jaman suharto media dibungkam syukurlah masih ada medsos,0
semangat mbak cica seribu cinta akan mengalahkan satu kepala babi bangsat,2
udh terlambat sih spik upnya tp kasian jg mrka dibungkam media kann,0
e mais uma vez o voto de torcida estragando esse programa porra isso j devia ter acabado faz tempo,2
kantor presiden volodymyr zelensky membantah keterlibatan ukraina dalam serangan nord stream pada september tahun lalu,1
"kabareskrim polri tegaskan kasus teror kepala babi dan bangkai tikus ke kantor tempo sedang diselidiki
 
 polri kabareskrim kasusteror tempo kepalababi",1
skelas perumahan aja ketat penjagaannya wakk masa tempo kalah siehh,0
teror pertama datang rabu maret kantor tempo dikirimi kepala babi dalam paket masih syok sabtu maret datang lagi kiriman enam bangkai tikus kepalanya dipotong kayak pesan ancaman siapa yang ngirim kenapa,0
pior os jogadores do flamengo que eles colocam os nomes faltando minutos para fechar da n o d tempo de trocar e quem foi o maior pontuados hoje pedro,2
bagus bang kerjaan lu sini ke rumah gue kebetulan gw gedek bgt tiap malem tikus pada larian,2
"pap ditangkap pada maret sempat mencoba bunuh diri dengan menyayat nadi kini ia dijerat uu tindak pidana kekerasan seksual dengan ancaman tahun penjara polisi juga mendalami kemungkinan kelainan perilaku seksual pada pelaku 

 pikiran rakyat 
 trendyngmedia",1
eu t acordando v rias vezes desde as hrs da manh e dormindo pra ver se o tempo passa tudo pra chegar hrs para eu me arrumar pra feijoada de ogum a isso o significado de ansiedade,2
"majalah satire prancis charlie hebdo akan menerbitkan ulang karikatur nabi muhammad yang memicu gelombang kemarahan di dunia muslim untuk menandai dimulainya persidangan tersangka dalam serangan teror terhadap kantor majalah pada 
 charliehebdo",1
media yang terlalu kritik pemerintah seperti tempo dan metro tv tidak di ikut sertakan dalam acara prabowo menjawab terutama tempo yang sempat dikirimi kepala babi seharusnya di ikut sertakan,0
tempo sudah dari oleh goenawan mohammad th an ud kritis pemerintah dari jaman orba ud begitu jadi jurnalis independen blon kenal tempo dia blon lahir,0
wanessa foi inocentada pelo tempo dentro do b agora aline sempre foi peso morto n o era nem pra t a chata b,1
wait cica omaygat aing dikirimin babi cuy,0
nem viajando no tempo,1
tempo beneran dikirimin bangkai tikus,0
kasur tuh ky punya lem tikus gt,0
gedung dpr gak sih,0
iya biar pemerintah bisa doxxing org teror penulis artikel dan jurnalis take down bukti pelanggaran,0
serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayalon mengatakan invasi,1
"megalomania 

bahkan jumpa pers penutup pun wartawan dilarang bertanya 

perangai",1
tempo kena serangan siber teror kepala babi teror bangkai tikus ini ulah siapa,0
tidak ada bukti kredibel bahwa media tempo dimiliki george soros tempo didirikan tahun oleh jurnalis indonesia dan dikelola oleh tempo media group soros memang mendanai berbagai inisiatif media global lewat open society foundations tapi tak ada catatan ia memiliki tempo,1
banyak influencer buzzer yang giring opini juga media dibungkam,0
"bisa jadi 
 
 cica mati kira kira tadi kelasnya kotor karna apa cicak mati tikus berak atau karna nurul",0
saat presiden baru berkuasa media total dibungkam utk ekspos kegiatan kelompok yg berseberangan dgn pemerintah baru seumur jagung majalah tempo dikirim kepala babi dan tikus busuk itu modus lebih jahat dari pki yg culik jenderal yg buat rekayasa film gos pki,0
imo narasi di media bkn ancaman buat negara,0
hasan nasbi kepala komunikasi kepresidenan pco menyampaikan pernyataanya di kompleks istana kepresidenan jakarta pusat jumat malam pernyataan itu ia tanggapi terkait pengiriman kepala babi kepada media tempo yang ditujukan kepada fransisca christy rosana yang,1
"diwawancara jurnalis asing jokowi bilang setelah lengser sy akan pensiun pulang ke kota kecil sy solo sebagai rakyat biasa 

ehh ternyata msh sibuk jd juru kampanye utk melanggengkan kekuasaannya lewat calon kepala daerah yg didukungnya 

 jawatengah pilgub",0
"ketinggian tikus cica 
 
 sobatindonesia phobia kamu apa",0
jurnalis tempo dibanting saat liputan hari buruh legislator pkb desak penegakan hukum serius,1
aku pesimis pelaku teror kepala babi dan tikus terpenggal ke cica bocor alus terungkap soalnya pelaku teror perusakan mobil husein dari agustus tahun lalu aja ga ada kabarnya sampe sekarang,0
"keong racun rt 
 
 cica rt 
 
 ular rt 
 
 tikus rt 
 
 kecoa",0
"mau jadi jurnalis sis rt 
 
 aji upah layak jurnalis di jakarta rp juta",1
kecoa cica tikus ulat,0
ngga ada karena media dibungkam perez,0
prnh dlu ganti ban tubles baru tp cm bbrpa bulan udah ngowos kempes terus dcek trnyata bocor alus dr samping velg akhirnya dkasih cairan biar kagak ngowos smpe skrg msh awet kurleb setahunan ngisi angin jarang banget kyknya smoga velg nya aman lah,2
tak hanya kehilangan senjata pembasmi tikus aku telah kehilangan anggota keluargaku aku kehilangan teman tidurku aku kehilangan tempat tangisku kehilangan hal yg bisa membuatku bahagia hanya dengan melihatnya kehilangan sesosok yg berhasil membuatku selalu bertanya,0
yodah km jgn ikut ikutan mamam tikus,0
jadi ada orang tempo yang akan di teror,0
"ferry irwandi tutup akun x salah satu penyebabnya karena pernah terima ancaman dan demi keselamatan 

sekarang ini orang yg bersikap kritis thd penguasa mendapatkan teror ancaman atau intimidasi sudah menjadi hal yg biasa",0
"semakin media pengkritik pemerintah diserang dibungkam semakin yakin kalau valid kredibel kencangkan sabuk kita pasangkan pagar pelindung untuk 
 
 
 hidup perjuangan 
 kritikus oposisi indonesia jurnalis",0
"kantor tempo lagi lagi dapat kiriman teror kemarin teror kepala babi hari ini teror bangkai tikus kepala yang dipenggal 

guys kita saat ini beneran kembali ke orde baru jangan takut bersuara zaman sekarang ada socmed kalau ada apa apa viralin stay safe",0
cica kan non islam jadi babi boleh makan bener kan suruh masak,0
"kebebasan pers kasus tempo 
 ada pihak yang ingin mengadu domba
 mengakui kesalahan pemerintahan dalam berkomunikasi krn banyak orang baru ps cenderung fokus membuat evidence ke rakyat 
 perbaikan komunikasi pemerintah dilakukan salah satunya dengan adanya diskusi ini",0
"tuntaskan ndan 
 
 
 

driver ojol pengantar paket kepala babi ke kantor tempo diperiksa bareskrim

source youtube
 

shared via the google app",1
irjen ferdy sambo terancam pidana hukuman mati temponasional,1
sejumlah personel intelijen militer ditengarai berupaya masuk ke kantor kontras pura pura jadi jurnalis saksikan bocor alus politik episode teror setelah revisi uu tni mulai hari sabtu jam wib di youtube tempodotco dan spotify bocor alus politik bocoraluspolitik,0
jangan biarkan ancaman jadi senjata membungkam pers menurutmu sejauh mana negara benar benar melindungi kebebasan pers saat ini,0
maaf hingga saat ini tidak ada informasi pasti tentang siapa yang mengirim kepala babi ke kantor tempo pada maret polisi dan komisi hak asasi manusia masih menyelidiki kasus ini banyak pihak menduga ini terkait dengan laporan kritis tempo terhadap pemerintah tapi pelaku,0
kolot,0
ujinyo dimasak bae mat,2
tidak pernah terlambat membahas uu yang begini penting opini saya di media indonesia terkait revisi uu tni dan kegagalannya menjawab perubahan ancaman,1
"kepala babi dan bangkai tikus bukan cuma buat tempo 

tapi juga peringatan untuk stasiun televisi ga boleh terlalu gencar meliput demo mahasiswa",0
toda vez que sonho com meu primo acordo com mais saudade ainda quem falou que a saudade diminui com o tempo mentiu,2
jurnalis tempo be like gue ga akan berhenti nulis sampe pelaku masuk penjara atau gue ga ada,0
kroni prabowo dalam proyek makan bergizi gratis mbg bocor alus politik,1
belum ada bukti pasti siapa yang mengirim kepala babi dan tikus ke tempo polisi masih selidiki tapi dugaan mengarah pada pihak yang terancam oleh laporan kritis tempo seperti figur politik atau pejabat yang tersinggung oleh investigasi korupsi dan kebijakan,0
setelah teror kepala babi kantor tempo dikirimi bangkai tikus yang dipenggal,1
rt sedia ideaife il pest control pengusir nyamuk tikus dsb cuma rb hub dwidvilla cica,1
"gak juga sih
kan saya followers bocor alus tempo langganan majalah tempo cetak yg mehong itu",0
radikalisme dan ekstremisme masih menjadi ancaman serius di mana agama sering disalahgunakan untuk kepentingan politik atau ideologi tertentu selain itu hoaks dan provokasi yang tersebar luas melalui media sosial sering memecah belah masyarakat pagi senin morning,0
"halal tapi haram jajanan anak

badan penyelenggara jaminan produk halal bpjph serta badan pengawas obat dan makanan menemukan jajanan anak berlabel halal tapi mengandung unsur babi atau porcine 

 tempoharian tempoplus",0
namun klo melihat senjata yg digunakan sepertinya serangan tersebut direncanakan org mabuk pun tak akan segila itu menyerang kantor tempo,0
jendela kamar tidur netanyahu pecah diserang drone hizbullah,1
"masih ada redaksi media yang terancam 

salah satunya tempo yang sempat dikirimi kepala babi dan bangkai tikus 

kata pejabat itu cuma bercanda dan publik disuruh lupa 

ini bukan hari selebrasi ini hari perlawanan",0
bu apasih yang harus dilakukan warga sedih para pejabat media dibungkam,0
"ma sta cosa di semi in anno dipende dai tempo ragazzi 
 una valutazione che va fatta ogni anni a volte ogni anno per come cambiano rapidamente le squadre 
ora come ora siamo stabilmente nelle prime con buoni argomenti per stare tra le prime",2
ketua dewan pers yosep adi prasetyo mengatakan jurnalis yang tergabung dalam indonesialeaks adalah mereka yang memiliki jam terbang tinggi,1
"food estate merauke penuhi harapan dan tujuan hidup petani lokal papua

bu teddy malam minggu ferry fajar sahur mees cica ga gue maafin lu semua tolol lu jubir hasan nasbi babi dimasak pabrik gula peringatandarurat revisiuutni ruupolri dwifungsiabri polisi indonesia velocity",0
"menurut sekretaris jenderal aliansi jurnalis independen aji bayu wardhana tren kayak gini memang sering muncul di momen momen sensitif 

entah itu karena kebijakan kontroversial dari pemerintah atau karena ada ekspos media soal isu isu yang gak enak buat pihak tertentu",1
perwakilan koalisi sekaligus ketua centra initiative al araf menilai respon hasan tidak mencerminkan empati dan melanggar prinsip kebebasan pers sebelumnya hasan mengeluarkan pernyataan yang menyuruh tempo untuk memasak kepala babi tersebut,1
"ada teror kepala babi dan bangkai tikus ke tempo 

elu dpt kabar gak densus ngejar pelakunya 

jangan koar ikut syahwat kekuasaan aja ya hrus faktual",0
jawa keluar semua jurnalis juga drama kita cuman ajah apa nambah sendiri yak,0
"saya bisa tahu konteksnya karena saya menganalisis data real time dari web dan x frasa kaget gak dari 
 
 yang terkait dengan tempo kemungkinan merujuk pada kontroversi hasan nasbi dia mengundurkan diri pada april setelah komentarnya tentang kepala babi",1
babi l nia sai descansa,1
minta usut polisi tuh bayar bayar bayar,0
ini bagusnya jadiin salah satu pasal juga di ruu pers dilarang liputan penggusuran,0
opet,0
istana yg bicara seenaknya mengenai teror kepala babi yg dikirim ke tempo dan lainnya yg blunder yg dibuat oleh anteknya mulyono sekarang saja saat prabowo dalam kawatan ke ln para antek ini malah sibuk ke oslo mendatangi bos mulyono mungkin ada arahan baru,0
masyarakat yg kritis baik sosial media dan lain itu sebagai penyeimbang kontrol kebijakan atas penyelenggara negara bukan ancaman yg jelas mengancam itu adanya pagar laut disepanjang pesisir laut jawa dan bali kkb itu lebih layak di waspadai,1
"media dibungkam
rakyat gila tidak nyampe otaknya
penjilat pesta pora
mahasiswa bersuara ditangkap polisi 

indahnya jadi wni",0
gw juga berharap ditangan owner baru nanti para staf pemain yg sering bocorin informasi dipecatin semua jurnalis yg sering bikin cerita ngawur ttg mu dimasukin daftar blacklist dilarang memasuki konferensi pers klub,0
tribunpku akibat serangan orang tak dikenal kantor tempo berantakan,1
t tanto tempo sem que at eu fa o o comeback quando rolar temporada,1
dewan pers kecam serangan molotov ke kantor tempo ketua dewan pers bagir manan mengecam keras serangan bom,1
"menggunakan kata israel tidak lagi diizinkan di media irak

menggunakan kata israel untuk merujuk pada rezim tel aviv telah dilarang di media irak ali almuayid ketua komisi media dan komunikasi cmc di irak mengatakan pers dan media harus menggunakan rezim zionis",1
"hehehe 
ananda badudu pernah jadi jurnalis tempo pas demo thn sampe ditangkap karena dianggap inisiator aksi
dan kelihatannya traumanya masih ada sampe sekarang karena setelah itu gak terlalu keliatan bersuara di twitternya",0
mto tempo q n entrava em fanwar e eu acho divertido n o vou negar meio que discutir com gente burra um ego boost n,1
se nem no final de semana vc t disposta a votar n o tem nada a ver com falta de tempo por conta de trabalho falta de interesse mesmo neg cio eh voto pra ficar que a uma torcida parava de se escorar na outra,1
media tempo tidak memiliki program fellowship khusus untuk penulis dari daerah terpencil namun mereka menawarkan program seperti fellowship jurnalisme investigasi yang terbuka untuk semua jurnalis indonesia termasuk dari daerah terpencil tempo institute juga menyediakan,1
"kepala babi buat tempo 

 memang demokrasi kita masih penuh paradoks kebebasan pers dijamin konstitusi tapi jurnalis masih dihantui intimidasi media dipuji sebagai pilar demokrasi tapi sering diperlakukan seperti musuh negara",0
jurnalis korban polisi bantah tak pakai id pers saat kerusuhan demo omnibus law tempometro,1
berdasarkan penelusuran tidak ada bukti kredibel bahwa tempo pernah membuat berita palsu sebagai media independen di indonesia sejak tempo dikenal karena jurnalisme investigatifnya bahkan menghadapi ancaman seperti pembakaran kantor pada dan teror pada,0
"dua hari kemudian kantor tempo menerima paket berisi enam bangkai tikus tanpa kepala 

paket ini bukan sekadar teror tetapi simbol represi terhadap kebebasan pers dan kelompok rentan",1
"menyala tempo 
sudah konsisten berdiri dari rejim ke rejim masak ya diserang bajer antah berantah tumbang rejim silih berganti kok republik terus berdiri",2
caralho mas se o cara foi afastado pq n o continuou investiga o leva tempo,1
"aduh mas 
 
 nggak usahlah muji 
 
 pernyataan hn terkait kepala babi ke team bocor halus tempo jelas menunjukkan komunikator yg gagal total kasihan pks mending diam jauh lebih baik",0
indon stop bikin film tentang politisi sebelom politisinya meninggal please this is embarassing,1
apa cuma gw doang disini yang gak percaya berita ginian saking banyak pengalihan issue logika aja sih kalo gini yg ketauan kinerjanya jelek kan kepolisian,0
disapa cica seorang jurnalis dan host sinar bocor alus tempo tanpa butuh waktu yang panjang publik mengkritik pernyataan kepala komunikasi kepresidenan tersebut perkataannya dinilai publik nirempati karena tidak berpihak pada kebebasan pers pun sebagai perpanjangan tangan,0
pantes ngirim pala babi tikus ke kantor tempo paham kiasan aja ga bisa apa lagi simbolisme dan semiotik,0
jurnalis diintimidasi dihajar bahkan ditangkap oleh polisi saat menjalankan tugas meliput protes masyarakat terkait pengesahan uu ciptaker materi liputan dihapus paksa ponsel dihancurkan memory card diambil,1
diserang polisi tembak mati pencuri kelapa sawit tempometro,1
doa yang banyak untuk keselamatan semua jurnalis tempo,1
menurut saya omonganmu hoax berusaha mendegradasi tempo karena gerah dengan fakta jurnalistik yang disajikan tersandera dengan kebebasan pers maka kau buat cerita imajiner penuh kedunguan ini,0
perasaan tempo emg kritik siapa pun presidennya dari zaman soeharto knp fans nya mulyono pada geer bgt seakan nabinya doang yg diserang,0
sehat sehat jurnalis tempo you have a special place in my heart,2
si reza ma jurnalis galau udh gw ff td mrk jelas keluarga gw juga,0
"dear pengirim tikus 
elu repot amat sih nyari ngumpulin dan matiin tikus 
kenapa gak datang sekalian ke tempo aja langsung gitu lho
face to face
kamu yg ngirim juga paling bukan dalangnya
paling ditanyain doang

 anda namanya mawar 
 sejak kapan meramu bakso tikus",0
"suporter timmas indonesia dilarang datang 
menyaksikan laga final sea games melawan thailand 

pemain timnas thailand songchai thongcham melayangkan perang urat syaraf dalam sesi konferensi pers usai thailand mengalahkan myanmar pada laga semifinal 

 hal terakhir yang ingin",1
dari kesaksian awal yang beredar robig mengaku bahwa dirinya terpaksa menembak karena merasa diserang dalam sebuah tawuran,1
"yuu mieayam tikus 
 
 godin yuk kaya waktu itu tea dikamar 
 
 meto 
 
 mom i m hungry",2
"gue curiga orang ini titisan genderuwo 
 
 
 
 baygon dan racun tikus x sehari completted",0
s quero tipo namorar durante bu tempo e tar sempre com a pessoa a falar de cenas profundas mimos e a sou t o boiolas deixem me,2
pengirim paket kepala babi dan bangkai tikus ke tempo belum diketahui polisi masih menyelidiki kemungkinan pelaku tidak suka dengan laporan tempo soal korupsi seperti kasus lpei dan pt timah kejadian pada dan maret ini dianggap intimidasi terhadap kebebasan pers di,0
lpsk beri perlindungan ke jurnalis tempo buntut aksi teror kepala babi dan bangkai tikus,1
majalah tempo diteror dikirimi kepala babi dan bangkai tikus akun base diancam sebenernya ini negara apa sih guys kok usaha pembungkaman nya semakin terlihat jelas,0
correria v ia bagual n o ter tempo nem pra comer foda,1
ada kemungkinan oknum tempo nggak yang ngirim kepala babi ama tikus,0
"paling bwenci tikus sm nyamuk 
ganggu org mulu kerjaannye",0
"mark 
 themomentuminbkk day
 nct neocity the momentuminbkk
 nct neocity bangkok the momentum",2
"perempuan jurnalis rentan mendapatkan intimidasi

jurnalis tempo mendapat intimidasi paket kepala babi tanpa telinga

ketua dewan pers mengatakan teror kepala babi menambah panjang daftar serangan terhadap jurnalis perempuan 

 tempoharian tempoplus",1
"bisa kompak begini ya 

tapi ini juga jangan sampai hanya sekedar omdo tapi harus benar di cari siapa peneror kepala babi kepada tempo 

 tolakuutni",0
tempo udah eksis sejak puluhan tahun lalu gaya jurnalistik nya tidak ada yg berubah investigasi kalo dia eksis artinya ada kebenaran didalamnya yg ga suka yg diserang aja bahlil aja kalah kok di dewan pers bukti kalo tempo itu akurat dan kredibel,2
"penyelidikan teror kepala babi dan bangkai tikus ke kantor tempo

kabareskrim polri komjen pol drs wahyu widada m phil menyatakan bahwa pihaknya sedang menyelidiki kasus teror berupa kiriman kepala babi dan bangkai tikus ke kantor tempo",1
fajar mees bu teddy cica ujin film norma gratis ongkir rp mawar tikus palembang bang messi babi jubir pabrik gula dimasak bahrain cap badak reforestasi ready sabtu malming malam minggu,1
"dokter residen perkosa keluarga pasien di rshs 
dosen pidana nilai polisi salah pasal harusnya ada pemberatan karena pelaku tenaga medis dan korban tak berdaya ancaman bisa tahun 
 rshs tpks pemerkosaan hukum",0
"faz tempo q assistes l atr s o povo sa a no carnaval o escolhido era levado pra camarote no samb dromo 
ent o h precedentes claro q n o havia pessoas com cartazes",2
berita tempo serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayal,1
alasan e nseok khidmat nyanyiin part baby girl di tempo soalnya di otak isinya dia,0
cica kiyut kayak tikus kecebur got,0
"aneh juga nih webaite masuk internet positif 
 situs diblokir 
ada apa 
 
 
 

 bocoralus tempo korantempo jurnalis wartawan",0
jurnalis tempo tuh lagi minta bayaran ke bos bos judol tapi ga dikasi makanya diterbitkan tuh berita,0
jokowi rela diolok olok tempo bahkan keluarga beliau tdk prnh tanggapi tempo pdhl diserang begitu masif demi menghidupi karyawan tempo dan keluarganya,0
"mabok apa om 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dg berita ini ulah para pemuda mabok dekat kantor",0
jalan tikus lomba sihir,0
biasa saja seperti omongan di kedai kopi kau liat di kampungmu banyak kedai kopi ngomong politik bahkan lebih keras hanya kebetulan saja tempo jurnalis klw salah ada hak jawab,0
kirain org tempo bocor alus gk tau nya sompret,0
secara ga langsung media uda dibungkam nder,0
"ayah ibu om mbah cica kecoa tikus kucing lalat nyamuk dan masih banyak lagi 
 
 remajazonakepoan dirumahmu ada siapa aja",0
pemerintah emang mandang sebelah mata ancaman ke publik atau kebebasan pers kemarin hasan nasbi nyuruh tempo masak kepala babi yang dikirim sekarang anggota dewan gerindra bilang kalau itu playing victim najis,0
jurnalis palestina ikut tewas atas serangan rudal israel ke gaza tempofoto,1
"kejadian lucu hari ini mas to mengirimkan puisi yang sebenarnya tuh jauh lebih provokatif dari foto selfie berita tempo dan undangan buat jurnalis dari aksi damai suara ibu indonesia yang saya kirim ke grup wa kemarin 

sampai jam segini terpantau belum ada satu pun yang",0
kak sama kucing beberapa hari yg lalu juga mati gegara tikus yg diracun padahal selama ini aku dah berusaha kasih makan yg cukup buat kucing di rumah jadi merasa bersalah banget,0
tpi investigasi tempo itu setelah kejadian teror kepala babi itu,1
"halo 
 
 soal kepala babi di kantor tempo investigasi polisi masih berjalan sejak maret tapi belum ada update publik hingga april insiden ini plus kiriman tikus tanpa kepala dianggap teror terkait laporan kritis tempo pernyataan kontroversial hasan",1
maaf kalau kurang jelas dari wawancara prabowo dengan jurnalis senior pada april di hambalang dia bahas revisi uu tni ruu polri yang bakal diawasi ketat intimidasi media seperti kasus kepala babi di tempo komunikasi pemerintah yang dia bilang kacau sampe isu,0
berdasarkan analisis mendalam tuduhan bahwa teror kepala babi di tempo adalah setingan tidak didukung bukti kredibel polisi dan komnas ham memandangnya sebagai intimidasi eksternal bukan rekayasa internal tempo dengan sejarah jurnalisme kritis tidak likely memalsukan,1
"sengaja naik motor buat cari sensasi supaya diliput banyak media 

keliatan banget udah janjian sama jurnalis jurnalisnya",2
sejumlah kampanye donasi aksi cepat tanggap atau act dianggap berlebihan dan tak sesuai fakta dana yang masuk disinyalir dipotong dalam jumlah besar majalahtempo,0
jurnalis papua nugini harlyne joku dilarang menghadiri sesi konferensi pers dengan prabowo subianto dan perdana menteri james marape diduga atas permintaan kedutaan besar indonesia,1
"untung di dm kalo di kolom reply mah diserang itu entah dari mana kayak gw tempo hari 

nyebar dm aja sebenernya udah gak etis pula sering banget emang screenshot begini terus jadi cepu",0
karena media sudah dibungkam oleh pemerintah kak kalaupun ada fokus mereka akan menyalahkan demonstran yang anarkis padahal tni dan polisi lebih anarkis dan tidak pandang bulu bahkan tim medis dan pers ikut dipukuli,0
setelah teror kepala babi tempo kini dikirim bangkai tikus dipenggal,0
"tolong perbanyak media luar negeri meliput yang sedang terjadi disini
karena media lokal sudah dibungkam
kecuali",0
"mbk cica mna mbk cica 
 
 keren kan d 
 
 saking elitnya ampe tikus pade demen haha rt 
 
 iya dongs",2
napa harus babi,0
funeralpapafrancisco ana rosa se despidi del papa francisco con el rosario que le bendijo y una carta ensalzando su legado no cre a en una iglesia cerrada como un castillo,2
komite keselamatan jurnalis mencatat jurnalis perempuan rentan diserang karena dampak lebih berat dibanding laki laki,1
pada maret redaksi tempo mendapat ancaman di instagram derrynoah sampai mampus kantor kalian teror ini menggemparkan dunia pers indonesia dianggap sebagai intimidasi serius terhadap media dan kebebasan pers,0
"pak ganjar kena kasus wadas jawa tengah bahkan media nasional aja gk ada yg memberitahukan pdhl sampe kena ke ranah ham jg tp dibungkam aparat 

pak anies baik tutur kata tp action maaf gk dlu jakarta aja msh banyak pr apalagi kalo ngurus negara jd kutu loncat jg

cont",0
ya relevan rumor tentang jurnalis indo trending terkait intimidasi francisca christy rosana dari tempo yang mengkritik prabowo ancaman seperti kepala babi dan tikus mati jadi sorotan internasional dan polisi menunjukkan isu serius kebebasan pers di indonesia saat ini,1
beneran busuk dari atasnya kantor tempo dikirimin kepala babi anak buahnya bilang dimasak saja,0
this is fransisca christy one of the tempo investigative med reporters who received terror threats via electronic mail as well as packages of pig heads and packages of severed rat carcasses pls help us,0
semoga tuhan melindungi jurnalis tempo dari orang orang jahat,0
nggak ada bukti kredibel yang nunjukin tempo nyuruh orang kirim kepala babi buat cari perhatian bukti yang ada malah condong ke aksi intimidasi dari luar bukan ulah tempo sendiri mereka bilang ini teror dan lapor polisi sesuai laporan media sama kelompok kebebasan pers,0
buat nakutin tikus ya,0
"gerindra ini bukan gaya pemerintahan prabowo

pernyataan gerindra bahwa teror pengiriman kepala babi dan bangkai tikus ke redaksi tempo bukan gaya pemerintahan prabowo patut dikritisi secara serius dalam konteks demokrasi yang sehat kekerasan simbolik",1
merecia mas ao mesmo tempo n o pq tava ele tava vindo com uma comversinhas,2
yang tempo gak bisa temuin yg kirim kepala babi sama bangkai tikus,0
sisi otoriter prabowo soal kebebasan pers kurang diangkat media mungkin karena takut pembalasan seperti kasus intimidasi tempo maret dan pengaruh pemerintah atas kepemilikan media banyak outlet besar punya ikatan dengan pengusaha atau politisi jadi cenderung sensor diri,0
"revisi mengunci jurnalisme investigasi

salah satu pasal draf revisi undang undang penyiaran memuat larangan tayangan eksklusif jurnalisme investigasi kebebasan pers terancam 

simak edisi terbaru koran tempo hanya di 

 korantempodigital korantempo",1
